545c36975378b379a8f361ec	0
5451753d537842c74e480e7f	0
547edffe537842c74e4839d2	0
537a589a5378793884608121	1
533919755378387333d2cf8d	1
5469f3e1537842c74e482481	0
53a6dcb75378f102e2209d5a	0
547047a65378012afd2f2823	0
54753432537842c74e4830e7	0
53bd762553784141a1e84874	1
54504857537842c74e480d88	0
5224917a5378d6d557ed2329	0
5224917a5378d6d557ed2328	0
53ff37f3537817713da0dd5c	0
541f9a8153783b2ef490a89c	0
537155295378515cf7856f33	0
545ba126537842c74e4817a7	0
53e17499537824c4699f0bab	0
541374dd53783b2ef4909de2	0
546141d4537842c74e481cf9	0
547e1ee6537842c74e4838e4	0
5423869b5378b6ddfb1b2cae	0
546e26b6537842c74e482a24	0
545d3f40537842c74e481965	0
547a0f41537842c74e48352a	1
5400901053783b2ef4908d13	0
53b462735378dc7acb163f83	0
546ab4d5537842c74e48256c	0
53b998df53784141a1e844de	0
5483ae8b537878b97f6f449b	0
54304ef153783b2ef490b755	0
546cae83537842c74e4827e9	0
53e587495378f0f44b2bebe8	0
53eb3baa5378f0f44b2bf15e	0
53653a375378ab0e0b00ae34	1
534d6b3753787fd36acaf6be	0
542df381537866c203706d2a	0
545d62c553786a48c1183b2f	0
54809910537878b97f6f43ff	0
5335f354537880fa6eab474a	0
53d3e23e5378ca016e935fbc	0
53d0da0953780559329db396	0
53ad39b8537824ac3dfd8188	0
53564efc5378fe4202ff040a	0
5435cf4e53783b2ef490bbde	1
53d7beeb5378f0f44b2bdf20	0
547092875378f7418026df8f	0
53f819145378f91e96da164e	0
545b48b0537842c74e481760	0
53fc21855378f0f44b2bfffb	0
53b45e3853784141a1e840a3	1
53f26fb25378f0f44b2bf7d2	0
53dd208d537824c4699ed6bc	0
53a99b905378a1f9e0950069	0
53f3eaed537824c4699ffd20	0
53dbaa005378f0f44b2be2be	0
5473f67b537842c74e482fb7	0
5405777c53783b2ef49090d3	0
53ac58b65378533b86f6a4ce	1
544f6494537842c74e480c5d	0
5458319c537842c74e481433	0
547bf620537842c74e4836fa	0
546e1fa5537842c74e482a1d	1
544f3760537801d0e317abd5	1
5370e6f3537827aca91e5156	0
53dbf4b45378f0f44b2be30a	0
5467a0f7537842c74e4822b1	0
5454ff5e537842c74e48112b	0
5484bbc3537842c74e484211	0
547305b5537842c74e482ea0	0
5485bc325378ec9df030861d	0
541b757653783b2ef490a4f6	0
54765c67537842c74e4831f0	0
54711a33537842c74e482d1b	0
546ebf97537878b97f6f4151	1
54413e00537842c74e4800c2	0
54821435537878b97f6f445f	0
545ba67e537842c74e4817a9	0
544531a1537801d0e317a84b	0
53ce756f53784141a1e85765	0
